Cluster Number	GeneID	Symbol	
417	5583	PRKCH	
418	816	CAMK2B	
418	817	CAMK2D	
418	818	CAMK2G	
418	7374	UNG	
418	118738	ZNF488	
418	283933	ZNF843	
419	285761	DCBLD1	
419	2218	FKTN	
419	2526	FUT4	
419	51083	GAL	
419	3113	HLA-DPA1	
419	9953	HS3ST3B1	
420	23008	KLHDC10	
420	11164	NUDT5	
420	5471	PPAT	
420	5831	PYCR1	
420	29920	PYCR2	
420	65263	PYCRL	
421	312	ANXA13	
421	302	ANXA2	
421	54518	APBB1IP	
421	57475	PLEKHH1	
421	6281	S100A10	
421	6734	SRPR	
422	199675	C19orf59	
422	285193	DUSP28	
422	126119	JOSD2	
422	220074	LRTOMT	
422	6707	SPRR3	
422	219743	TYSND1	
423	3611	ILK	
423	3987	LIMS1	
423	55742	PARVA	
423	29780	PARVB	
423	64098	PARVG	
423	6251	RSU1	
424	60468	BACH2	
424	23764	MAFF	
424	10783	NEK6	
424	91754	NEK9	
424	4779	NFE2L1	
424	4780	NFE2L2	
425	57001	ACN9	
425	135154	C6orf57	
425	23590	PDSS1	
425	57107	PDSS2	
425	6389	SDHA	
425	54949	SDHAF2	
426	51134	CCDC41	
426	100287399	LOC100287399	
426	339010	POTEB	
426	388468	POTEC	
426	317754	POTED	
426	10389	SCML2	
427	930	CD19	
427	80013	FAM188A	
427	64147	KIF9	
427	3833	KIFC1	
427	4913	NTHL1	
427	57093	TRIM49	
428	9824	ARHGAP11A	
428	2738	GLI4	
428	56729	RETN	
428	9604	RNF14	
428	27090	ST6GALNAC4	
428	7448	VTN	
429	23243	ANKRD28	
429	283373	ANKRD52	
429	814	CAMK4	
429	5537	PPP6C	
429	9701	PPP6R2	
430	148109	FAM187B	
430	25800	SLC39A6	
430	10653	SPINT2	
430	7444	VRK2	
430	54503	ZDHHC13	
431	79783	C7orf10	
431	23086	EXPH5	
431	253143	PRR14L	
431	8631	SKAP1	
431	7486	WRN	
432	60312	AFAP1	
432	161424	C14orf21	
432	1523	CUX1	
432	2132	EXT2	
432	27130	INVS	
433	11151	CORO1A	
433	57175	CORO1B	
433	23603	CORO1C	
433	84940	CORO6	
433	9567	GTPBP1	
434	26574	AATF	
434	25983	NGDN	
434	79954	NOL10	
434	80742	PRR3	
434	6187	RPS2	
435	3008	HIST1H1E	
435	81875	ISG20L2	
435	65095	KRI1	
435	51087	YBX2	
435	7564	ZNF16	
436	431705	ASTL	
436	3623	INHA	
436	339123	JMJD8	
436	2923	PDIA3	
436	7480	WNT10B	
437	1147	CHUK	
437	3551	IKBKB	
437	8517	IKBKG	
437	9020	MAP3K14	
437	89796	NAV1	
438	26271	FBXO5	
438	51343	FZR1	
438	6240	RRM1	
438	6241	RRM2	
438	50484	RRM2B	
439	2318	FLNC	
439	55669	MFN1	
439	266553	OFCC1	
439	5078	PAX4	
439	54498	SMOX	
440	2768	GNA12	
440	2774	GNAL	
440	2778	GNAS	
440	10916	MAGED2	
440	55188	RIC8B	
441	132	ADK	
441	2244	FGB	
441	10914	PAPOLA	
441	6697	SPR	
441	7317	UBA1	
442	8546	AP3B1	
442	26985	AP3M1	
442	10947	AP3M2	
442	10239	AP3S2	
442	192669	EIF2C3	
443	90506	LRRC46	
443	90678	LRSAM1	
443	23241	PACS2	
443	55813	UTP6	
443	22884	WDR37	
444	255798	C3orf43	
444	23162	MAPK8IP3	
444	9043	SPAG9	
444	6693	SPN	
444	93109	TMEM44	
445	590	BCHE	
445	4016	LOXL1	
445	55651	NHP2	
445	55505	NOP10	
445	10879	SMR3B	
446	84267	C9orf64	
446	8642	DCHS1	
446	653598	PPIAL4C	
446	730262	PPIAL4E	
446	644591	PPIAL4G	
447	8454	CUL1	
447	79176	FBXL15	
447	51725	FBXO40	
447	93611	FBXO44	
447	6500	SKP1	
448	1347	COX7A2	
448	728489	DNLZ	
448	92483	LDHAL6B	
448	51365	PLA1A	
448	89778	SERPINB11	
449	55789	DEPDC1B	
449	10437	IFI30	
449	9055	PRC1	
449	64427	TTC31	
449	89910	UBE3B	
450	25841	ABTB2	
450	79789	CLMN	
450	81926	FAM108A1	
450	255758	TCTEX1D2	
450	55112	WDR60	
451	79145	CHCHD7	
451	63905	MANBAL	
451	6277	S100A6	
451	23102	TBC1D2B	
451	51569	UFM1	
452	1520	CTSS	
452	3660	IRF2	
452	26145	IRF2BP1	
452	359948	IRF2BP2	
452	64207	IRF2BPL	
453	81573	ANKRD13C	
453	10815	CPLX1	
453	10814	CPLX2	
453	55747	FAM21B	
453	5906	RAP1A	
454	23576	DDAH1	
454	23564	DDAH2	
454	2036	EPB41L1	
454	23136	EPB41L3	
454	399512	SLC25A35	
455	28974	C19orf53	
455	401466	C8orf59	
455	3843	IPO5	
455	64981	MRPL34	
455	6169	RPL38	
456	3481	IGF2	
456	3484	IGFBP1	
456	8509	NDST2	
456	5774	PTPN3	
456	7076	TIMP1	
457	56181	FAM54B	
457	9514	GAL3ST1	
457	26018	LRIG1	
457	121227	LRIG3	
457	284098	PIGW	
458	169693	C9orf71	
458	63924	CIDEC	
458	10220	GDF11	
458	5645	PRSS2	
458	7355	SLC35A2	
459	8703	B4GALT3	
459	91461	PKDCC	
459	84197	SGK196	
459	83862	TMEM120A	
459	64132	XYLT2	
460	283358	B4GALNT3	
460	338707	B4GALNT4	
460	80059	LRRTM4	
460	29992	PILRA	
460	29990	PILRB	
461	26060	APPL1	
461	55198	APPL2	
461	54810	GIPC2	
461	23677	SH3BP4	
461	91603	ZNF830	
462	220004	C11orf66	
462	6368	CCL23	
462	219844	HYLS1	
462	3416	IDE	
462	54923	LIME1	
463	631	BFSP1	
463	8419	BFSP2	
463	1062	CENPE	
463	4149	MAX	
463	9321	TRIP11	
464	1990	CELA1	
464	22897	CEP164	
464	2737	GLI3	
464	8481	OFD1	
464	79875	THSD4	
465	55909	BIN3	
465	26269	FBXO8	
465	112495	GTF3C6	
465	8799	PEX11B	
465	11231	SEC63	
466	10488	CREB3	
466	90993	CREB3L1	
466	64764	CREB3L2	
466	56034	PDGFC	
466	54887	UHRF1BP1	
467	129080	EMID1	
467	3693	ITGB5	
467	4240	MFGE8	
467	54915	YTHDF1	
467	253943	YTHDF3	
468	4733	DRG1	
468	10489	LRRC41	
468	28989	METTL11A	
468	127700	OSCP1	
468	55854	ZC3H15	
469	6370	CCL25	
469	55225	RAVER2	
469	6239	RREB1	
469	64847	SPATA20	
469	84924	ZNF566	
470	64844	MARCH7	
470	3052	HCCS	
470	56479	KCNQ5	
470	79066	METTL16	
470	10226	PLIN3	
471	79058	ASPSCR1	
471	51228	GLTP	
471	3242	HPD	
471	55968	NSFL1C	
471	92799	SHKBP1	
472	3480	IGF1R	
472	3643	INSR	
472	8650	NUMB	
472	9253	NUMBL	
472	222643	UNC5CL	
473	140707	BRI3BP	
473	94030	LRRC4B	
473	57689	LRRC4C	
473	23213	SULF1	
473	27338	UBE2S	
474	51101	FAM164A	
474	729438	GATSL2	
474	652968	GATSL3	
474	54468	MIOS	
474	84219	WDR24	
475	3384	ICAM2	
475	399687	MYO18A	
475	50507	NOX4	
475	80761	UPK3B	
475	90522	YIF1B	
476	427	ASAH1	
476	83445	GSG1	
476	27178	IL1F7	
476	51617	NSG2	
476	6049	RNF6	
477	8807	IL18RAP	
477	5277	PIGA	
477	5283	PIGH	
477	51227	PIGP	
477	29108	PYCARD	
478	51428	DDX41	
478	79576	NKAP	
478	222698	NKAPL	
478	9722	NOS1AP	
478	51538	ZCCHC17	
479	1946	EFNA5	
479	2021	ENDOG	
479	2046	EPHA8	
479	55600	ITLN1	
479	142683	ITLN2	
480	2120	ETV6	
480	51513	ETV7	
480	9260	PDLIM7	
480	55106	SLFN12	
480	23208	SYT11	
481	249	ALPL	
481	90701	SEC11C	
481	28972	SPCS1	
481	9789	SPCS2	
481	60559	SPCS3	
482	100507290	LOC100507290	
482	1527	TEX28	
482	23023	TMCC1	
482	57458	TMCC3	
482	199953	TMEM201	
483	4185	ADAM11	
483	140689	CBLN4	
483	2963	GTF2F2	
483	91942	NDUFAF2	
483	28512	NKIRAS1	
484	84916	CIRH1A	
484	25926	NOL11	
484	51406	NOL7	
484	84135	UTP15	
484	23160	WDR43	
485	29994	BAZ2B	
485	50810	HDGFRP3	
485	80298	MTERFD3	
485	123228	SENP8	
485	7571	ZNF23	
486	482	ATP1B2	
486	10313	RTN3	
486	57142	RTN4	
486	29100	TMEM208	
486	137695	TMEM68	
487	867	CBL	
487	11202	KLK8	
487	83452	RAB33B	
487	116442	RAB39B	
487	123720	WHAMM	
488	54987	C1orf123	
488	23256	SCFD1	
488	8675	STX16	
488	55850	USE1	
488	8674	VAMP4	
489	80129	C6orf97	
489	257236	CCDC96	
489	1058	CENPA	
489	54069	MIS18A	
489	55320	MIS18BP1	
490	546	ATRX	
490	729230	CCR2	
490	113189	CHST14	
490	445582	POTEE	
490	9948	WDR1	
491	79868	ALG13	
491	51059	FAM135B	
491	80023	NRSN2	
491	57088	PLSCR4	
491	23390	ZDHHC17	
492	1807	DPYS	
492	1808	DPYSL2	
492	1809	DPYSL3	
492	10570	DPYSL4	
492	56896	DPYSL5	
493	8872	CDC123	
493	1965	EIF2S1	
493	8894	EIF2S2	
493	1968	EIF2S3	
493	54496	PRMT7	
494	29919	C18orf8	
494	352909	C19orf51	
494	51622	CCZ1	
494	84315	MON1A	
494	80320	SP6	
495	1186	CLCN7	
495	54682	MANSC1	
495	9537	TP53I11	
495	9697	TRAM2	
495	94015	TTYH2	
496	8603	FAM193A	
496	4194	MDM4	
496	57162	PELI1	
496	5467	PPARD	
496	7161	TP73	
497	79669	C3orf52	
497	948	CD36	
497	54677	CROT	
497	440275	EIF2AK4	
497	54758	KLHDC4	
498	54901	CDKAL1	
498	9391	CIAO1	
498	51647	FAM96B	
498	26234	FBXL5	
498	64210	MMS19	
499	84680	ACCS	
499	51005	AMDHD2	
499	10007	GNPDA1	
499	132789	GNPDA2	
499	22872	SEC31A	
500	3217	HOXB7	
500	57410	SCYL1	
500	63970	TP53AIP1	
500	130507	UBR3	
500	7471	WNT1	
501	54955	C1orf109	
501	51550	CINP	
501	374654	KIF7	
501	166378	SPATA5	
501	79029	SPATA5L1	
502	11172	INSL6	
502	10048	RANBP9	
502	64795	RMND5A	
502	10352	WARS2	
502	51186	WBP5	
503	10055	SAE1	
503	6613	SUMO2	
503	6612	SUMO3	
503	10054	UBA2	
503	7329	UBE2I	
504	54973	CPSF3L	
504	1429	CRYZ	
504	79828	METTL8	
504	92170	MTG1	
504	9319	TRIP13	
505	2661	GDF9	
505	3064	HTT	
505	4354	MPP1	
505	4629	MYH11	
505	124641	OVCA2	
506	83539	CHST9	
506	4041	LRP5	
506	4040	LRP6	
506	11044	PAPD7	
506	23551	RASD2	
507	284325	C19orf54	
507	10938	EHD1	
507	30845	EHD3	
507	4593	MUSK	
507	64145	ZFYVE20	
508	200933	FBXO45	
508	2662	GDF10	
508	23077	MYCBP2	
508	143686	SESN3	
508	162239	ZFP1	
509	87	ACTN1	
509	88	ACTN2	
509	89	ACTN3	
509	81	ACTN4	
509	9124	PDLIM1	
510	10085	EDIL3	
510	11043	MID2	
510	145389	SLC38A6	
510	51760	SYT17	
510	7018	TF	
511	79602	ADIPOR2	
511	4690	NCK1	
511	51255	RNF181	
511	140679	SLC32A1	
511	204962	SLC44A5	
512	9728	SECISBP2L	
512	26115	TANC2	
512	26000	TBC1D10B	
512	7286	TUFT1	
512	7791	ZYX	
513	79635	CCDC121	
513	23151	GRAMD4	
513	64786	TBC1D15	
513	79735	TBC1D17	
513	7993	UBXN8	
514	79643	CHMP6	
514	401647	GOLGA7B	
514	23633	KPNA6	
514	4000	LMNA	
514	25777	SUN2	
515	3915	LAMC1	
515	5406	PNLIP	
515	5408	PNLIPRP2	
515	55316	RSAD1	
515	126208	ZNF787	
516	79707	NOL9	
516	27043	PELP1	
516	26168	SENP3	
516	54881	TEX10	
516	57418	WDR18	
517	221120	ALKBH3	
517	51008	ASCC1	
517	84164	ASCC2	
517	10973	ASCC3	
517	9325	TRIP4	
518	563	AZGP1	
518	54828	BCAS3	
518	80262	C16orf70	
518	84930	MASTL	
518	7704	ZBTB16	
519	1723	DHODH	
519	9896	FIG4	
519	200576	PIKFYVE	
519	100287932	TIMM23	
519	55697	VAC14	
520	25874	BRP44	
520	2319	FLOT2	
520	2651	GCNT2	
520	196264	MPZL3	
520	84283	TMEM79	
521	90293	KLHL13	
521	26051	PPP1R16B	
521	137902	PXDNL	
521	163050	ZNF564	
521	199692	ZNF627	
522	407	ARR3	
522	409	ARRB2	
522	7862	BRPF1	
522	27042	DIEXF	
522	9290	GPR55	
523	131583	FAM43A	
523	5526	PPP2R5B	
523	7473	WNT3	
523	89780	WNT3A	
523	55135	WRAP53	
524	90956	ADCK2	
524	2677	GGCX	
524	60558	GUF1	
524	55014	STX17	
524	55002	TMCO3	
525	2202	EFEMP1	
525	7695	ZNF136	
525	89887	ZNF628	
525	9726	ZNF646	
525	79724	ZNF768	
526	55602	CDKN2AIP	
526	1446	CSN1S1	
526	90187	EMILIN3	
526	2117	ETV3	
526	10846	PDE10A	
527	25	ABL1	
527	23294	ANKS1A	
527	3845	KRAS	
527	9610	RIN1	
527	22800	RRAS2	
528	8897	MTMR3	
528	28987	NOB1	
528	56902	PNO1	
528	10813	UTP14A	
528	9724	UTP14C	
529	286343	C9orf150	
529	55561	CDC42BPG	
529	83648	FAM167A	
529	57698	KIAA1598	
529	25894	PLEKHG4	
530	58493	C9orf80	
530	65123	INTS3	
530	57221	KIAA1244	
530	25953	PNKD	
530	6480	ST6GAL1	
531	83605	CCM2	
531	57493	HEG1	
531	9270	ITGB1BP1	
531	889	KRIT1	
531	56061	UBFD1	
532	150209	AIFM3	
532	57707	KIAA1609	
532	4836	NMT1	
532	9397	NMT2	
532	284451	ODF3L2	
533	3364	HUS1	
533	135458	HUS1B	
533	5810	RAD1	
533	5883	RAD9A	
533	7541	ZFP161	
534	375323	LHFPL4	
534	79778	MICALL2	
534	81876	RAB1B	
534	51762	RAB8B	
534	5877	RABIF	
535	587	BCAT2	
535	1938	EEF2	
535	196483	FAM86A	
535	26268	FBXO9	
535	153328	SLC25A48	
536	55286	C4orf19	
536	51765	MST4	
536	11235	PDCD10	
536	8428	STK24	
536	10494	STK25	
537	164592	CCDC116	
537	2794	GNL1	
537	9061	PAPSS1	
537	9060	PAPSS2	
537	11180	WDR6	
538	64343	AZI2	
538	55973	BCAP29	
538	10241	CALCOCO2	
538	91851	CHRDL1	
538	9755	TBKBP1	
539	84126	ATRIP	
539	83989	FAM172A	
539	3712	IVD	
539	3812	KIR3DL2	
539	8572	PDLIM4	
540	8530	CST7	
540	3699	ITIH3	
540	202374	STK32A	
540	79178	THTPA	
540	7178	TPT1	
541	140462	ASB9	
541	1152	CKB	
541	548596	CKMT1A	
541	1160	CKMT2	
541	6923	TCEB2	
542	414301	DDI1	
542	5602	MAPK10	
542	56675	NRIP3	
542	6248	RSC1A1	
542	94081	SFXN1	
543	9645	MICAL2	
543	7941	PLA2G7	
543	5798	PTPRN	
543	5799	PTPRN2	
543	9905	SGSM2	
544	144717	FAM109A	
544	150368	FAM109B	
544	3633	INPP5B	
544	4952	OCRL	
544	55111	PLEKHJ1	
545	144245	ALG10B	
545	55666	NPLOC4	
545	5664	PSEN2	
545	27246	RNF115	
545	10906	TRAFD1	
546	9695	EDEM1	
546	79070	KDELC1	
546	84695	LOXL3	
546	4440	MSI1	
546	205564	SENP5	
547	283150	FOXR1	
547	139628	FOXR2	
547	4609	MYC	
547	7465	WEE1	
547	8089	YEATS4	
548	23568	ARL2BP	
548	29105	C16orf80	
548	221322	C6orf170	
548	317662	FAM149B1	
548	10244	RABEPK	
549	59349	KLHL12	
549	11275	KLHL2	
549	26249	KLHL3	
549	6238	RRBP1	
549	81603	TRIM8	
550	7430	EZR	
550	4478	MSN	
550	51248	PDZD11	
550	144100	PLEKHA7	
550	340348	TSPAN33	
551	84254	CAMKK1	
551	23175	LPIN1	
551	9663	LPIN2	
551	64900	LPIN3	
551	23293	SMG6	
552	199731	CADM4	
552	969	CD69	
552	375519	GJB7	
552	342979	PALM3	
552	80019	UBTD1	
553	1036	CDO1	
553	116064	LRRC58	
553	473	RERE	
553	11073	TOPBP1	
553	7296	TXNRD1	
554	339287	MSL1	
554	55167	MSL2	
554	10943	MSL3	
554	151507	MSL3P1	
554	84148	MYST1	
555	154743	C7orf60	
555	10641	NPRL2	
555	8131	NPRL3	
555	5972	REN	
555	9925	ZBTB5	
556	5255	PHKA1	
556	5256	PHKA2	
556	5257	PHKB	
556	5260	PHKG1	
556	5261	PHKG2	
557	1778	DYNC1H1	
557	1780	DYNC1I1	
557	1781	DYNC1I2	
557	51143	DYNC1LI1	
557	1783	DYNC1LI2	
558	85395	C21orf70	
558	1088	CEACAM8	
558	84572	GNPTG	
558	261729	STEAP2	
558	131368	ZPLD1	
559	55732	C1orf112	
559	1131	CHRM3	
559	24140	FTSJ1	
559	54965	PIGX	
559	9894	TELO2	
560	51390	AIG1	
560	145853	C15orf61	
560	91012	LASS5	
560	90407	TMEM41A	
560	7434	VIPR2	
561	91442	C19orf40	
561	57697	FANCM	
561	9768	KIAA0101	
561	4338	MOCS2	
561	5111	PCNA	
562	27091	CACNG5	
562	85441	PRIC285	
562	7701	ZNF142	
562	54989	ZNF770	
562	285971	ZNF775	
563	23240	KIAA0922	
563	22871	NLGN1	
563	54413	NLGN3	
563	57502	NLGN4X	
563	9401	RECQL4	
564	10423	CDIPT	
564	79157	MFSD11	
564	116085	SLC22A12	
564	64744	SMAP2	
564	55585	UBE2Q1	
565	339965	CCDC158	
565	23500	DAAM2	
565	4246	SCGB2A1	
565	11182	SLC2A6	
565	114960	TSGA13	
566	6310	ATXN1	
566	342371	ATXN1L	
566	23152	CIC	
566	79842	ZBTB3	
566	10472	ZNF238	
567	54622	ARL15	
567	3658	IREB2	
567	54822	TRPM7	
567	3093	UBE2K	
567	84449	ZNF333	
568	81688	C6orf62	
568	26267	FBXO10	
568	81607	PVRL4	
568	340061	TMEM173	
568	147948	ZNF582	
569	79081	C11orf48	
569	51719	CAB39	
569	81617	CAB39L	
569	6794	STK11	
569	92335	STRADA	
570	84938	ATG4C	
570	2939	GSTA2	
570	2940	GSTA3	
570	2941	GSTA4	
570	221357	GSTA5	
571	392	ARHGAP1	
571	26260	FBXO25	
571	7978	MTERF	
571	55163	PNPO	
571	5891	RAGE	
572	578	BAK1	
572	27113	BBC3	
572	599	BCL2L2	
572	637	BID	
572	4170	MCL1	
573	23431	AP4E1	
573	9179	AP4M1	
573	11154	AP4S1	
573	10951	CBX1	
573	79723	SUV39H2	
574	79415	C17orf62	
574	2957	GTF2A1	
574	2958	GTF2A2	
574	6908	TBP	
574	9519	TBPL1	
575	8310	ACOX3	
575	51302	CYP39A1	
575	8916	HERC3	
575	83884	SLC25A2	
575	83887	TTLL2	
576	51099	ABHD5	
576	8935	SKAP2	
576	54861	SNRK	
576	55151	TMEM38B	
576	286827	TRIM59	
577	171586	ABHD3	
577	84976	DISP1	
577	84818	IL17RC	
577	51360	MBTPS2	
577	4864	NPC1	
578	55802	DCP1A	
578	1656	DDX6	
578	80153	EDC3	
578	5292	PIM1	
578	10957	PNRC1	
579	1193	CLIC2	
579	25932	CLIC4	
579	53405	CLIC5	
579	54102	CLIC6	
579	286262	TPRN	
580	18	ABAT	
580	432	ASGR1	
580	339541	C1orf228	
580	83483	PLVAP	
580	5771	PTPN2	
581	90332	EXOC3L2	
581	126306	JSRP1	
581	729250	PRR20E	
581	6477	SIAH1	
581	6478	SIAH2	
582	221	ALDH3B1	
582	222	ALDH3B2	
582	10195	ALG3	
582	9631	NUP155	
582	51714	SELT	
583	3751	KCND2	
583	79734	KCTD17	
583	54442	KCTD5	
583	5775	PTPN4	
583	79725	THAP9	
584	636	BICD1	
584	54996	MOSC2	
584	9751	SNPH	
584	55638	SYBU	
584	121278	TPH2	
585	762	CA4	
585	1238	CCBP2	
585	5129	CDK18	
585	2268	FGR	
585	118980	SFXN2	
586	1645	AKR1C1	
586	1646	AKR1C2	
586	8644	AKR1C3	
586	1109	AKR1C4	
586	6718	AKR1D1	
587	115557	ARHGEF25	
587	10391	CORO2B	
587	2561	GABRB2	
587	2562	GABRB3	
587	65078	RTN4R	
588	133686	C5orf33	
588	414919	C8orf82	
588	2108	ETFA	
588	2109	ETFB	
588	144363	LYRM5	
589	121642	ALKBH2	
589	400798	C1orf220	
589	340204	C6orf127	
589	389812	LCN15	
589	55270	NUDT15	
590	54927	CHCHD3	
590	84303	CHCHD6	
590	10989	IMMT	
590	10651	MTX2	
590	25813	SAMM50	
591	91893	FDXACB1	
591	4060	LUM	
591	54517	PUS7	
591	494115	RBMXL1	
591	55623	THUMPD1	
592	835	CASP2	
592	22905	EPN2	
592	55040	EPN3	
592	57534	MIB1	
592	26227	PHGDH	
593	4791	NFKB2	
593	4792	NFKBIA	
593	4793	NFKBIB	
593	84807	NFKBID	
593	5966	REL	
594	151176	FAM132B	
594	2673	GFPT1	
594	130535	KCTD18	
594	4035	LRP1	
594	10383	TUBB2C	
595	9093	DNAJA3	
595	5150	PDE7A	
595	7057	THBS1	
595	7059	THBS3	
595	7060	THBS4	
596	301	ANXA1	
596	3806	KIR2DS1	
596	100132285	KIR2DS2	
596	3810	KIR2DS5	
596	548594	KIR3DP1	
597	746	C11orf10	
597	1650	DDOST	
597	9761	MLEC	
597	6184	RPN1	
597	6185	RPN2	
598	977	CD151	
598	23266	LPHN2	
598	9375	TM9SF2	
598	132724	TMPRSS11B	
598	79001	VKORC1	
599	10457	GPNMB	
599	4286	MITF	
599	7030	TFE3	
599	7942	TFEB	
599	22797	TFEC	
600	11024	LILRA1	
600	11026	LILRA3	
600	10859	LILRB1	
600	10288	LILRB2	
600	11006	LILRB4	
601	84302	C9orf125	
601	100101267	POM121C	
601	221074	SLC39A12	
601	116238	TLCD1	
601	154807	VKORC1L1	
602	79019	CENPM	
602	3293	HSD17B3	
602	126006	PCP2	
602	6036	RNASE2	
602	79041	TMEM38A	
603	2633	GBP1	
603	2634	GBP2	
603	2635	GBP3	
603	163351	GBP6	
603	388646	GBP7	
604	55175	KLHL11	
604	55593	OTUD5	
604	8554	PIAS1	
604	23087	TRIM35	
605	83734	ATG10	
605	9140	ATG12	
605	10533	ATG7	
605	112611	RWDD2A	
606	122011	CSNK1A1L	
606	340069	FAM170A	
606	79832	QSER1	
606	140467	ZNF358	
607	23246	BOP1	
607	23481	PES1	
607	55759	WDR12	
607	54853	WDR55	
608	23582	CCNDBP1	
608	84331	FAM195A	
608	11253	MAN1B1	
608	57645	POGK	
609	6300	MAPK12	
609	5603	MAPK13	
609	91807	MYLK3	
609	57097	PARP11	
610	4116	MAGOH	
610	9939	RBM8A	
610	6217	RPS16	
610	84305	WIBG	
611	6227	RPS21	
611	3921	RPSA	
611	388524	RPSAP58	
611	63925	ZNF335	
612	81570	CLPB	
612	1983	EIF5	
612	57179	KIAA1191	
612	7347	UCHL3	
613	8844	KSR1	
613	3275	PRMT2	
613	90378	SAMD1	
613	85358	SHANK3	
614	22829	NLGN4Y	
614	5422	POLA1	
614	5557	PRIM1	
614	5558	PRIM2	
615	394	ARHGAP5	
615	4086	SMAD1	
615	4090	SMAD5	
615	64750	SMURF2	
616	374355	C10orf96	
616	160857	CCDC122	
616	145282	MIPOL1	
616	22981	NINL	
617	84455	EFCAB7	
617	23288	IQCE	
617	117584	RFFL	
617	153657	TTC23L	
618	210	ALAD	
618	445328	ARHGEF35	
618	7984	ARHGEF5	
618	7298	TYMS	
619	55794	DDX28	
619	22868	FASTKD2	
619	65220	NADK	
619	79171	RBM42	
620	27166	PRELID1	
620	10650	SLMO1	
620	51012	SLMO2	
620	51499	TRIAP1	
621	23126	POGZ	
621	10009	ZBTB33	
621	9923	ZBTB40	
621	79177	ZNF576	
622	998	CDC42	
622	56882	CDC42SE1	
622	56990	CDC42SE2	
622	9669	EIF5B	
623	57639	CCDC146	
623	51053	GMNN	
623	345643	LOC345643	
623	117177	RAB3IP	
624	641	BLM	
624	116028	C16orf75	
624	80010	RMI1	
624	7156	TOP3A	
625	56998	CTNNBIP1	
625	22943	DKK1	
625	373156	GSTK1	
625	7084	TK2	
626	284680	C1orf111	
626	129450	C2orf60	
626	3241	HPCAL1	
626	11343	MGLL	
627	1759	DNM1	
627	1785	DNM2	
627	26052	DNM3	
627	23268	DNMBP	
628	51566	ARMCX3	
628	57150	C6orf162	
628	26953	RANBP6	
628	10478	SLC25A17	
629	640	BLK	
629	7356	SCGB1A1	
629	29843	SENP1	
629	50511	SYCP3	
630	1667	DEFA1	
630	3485	IGFBP2	
630	3911	LAMA5	
630	11247	NXPH4	
631	1392	CRH	
631	11098	PRSS23	
631	256380	SCML4	
631	197131	UBR1	
632	55656	INTS8	
632	50512	PODXL2	
632	10507	SEMA4D	
632	7412	VCAM1	
633	2239	GPC4	
633	1880	GPR183	
633	150771	ITPRIPL1	
633	57616	TSHZ3	
634	90693	CCDC126	
634	56947	MFF	
634	4249	MGAT5	
634	219938	SPATA19	
635	152002	C3orf21	
635	1573	CYP2J2	
635	64215	DNAJC1	
635	54629	FAM63B	
636	36	ACADSB	
636	81579	PLA2G12A	
636	7837	PXDN	
636	7432	VIP	
637	20	ABCA2	
637	81562	LMAN2L	
637	55714	ODZ3	
637	5743	PTGS2	
638	248	ALPI	
638	250	ALPP	
638	251	ALPPL2	
638	26577	PCOLCE2	
639	128061	C1orf131	
639	92140	MTDH	
639	27044	SND1	
639	8303	SNN	
640	117283	IP6K3	
640	390928	PAPL	
640	5130	PCYT1A	
640	57546	PDP2	
641	1627	DBN1	
641	9456	HOMER1	
641	9455	HOMER2	
641	57731	SPTBN4	
642	55610	CCDC132	
642	7260	TSSC1	
642	55275	VPS53	
642	51542	VPS54	
643	3936	LCP1	
643	5357	PLS1	
643	5358	PLS3	
643	150465	TTL	
644	157869	C8orf84	
644	3198	HOXA1	
644	23060	ZNF609	
644	80139	ZNF703	
645	258	AMBN	
645	4036	LRP2	
645	56955	MEPE	
645	26150	RIBC2	
646	14	AAMP	
646	59272	ACE2	
646	10076	PTPRU	
646	6134	RPL10	
647	203102	ADAM32	
647	339761	CYP27C1	
647	3678	ITGA5	
647	55624	POMGNT1	
648	4673	NAP1L1	
648	4676	NAP1L4	
648	51491	NOP16	
648	6173	RPL36A	
649	200558	APLF	
649	5423	POLB	
649	7520	XRCC5	
649	2547	XRCC6	
650	2330	FMO5	
650	10247	HRSP12	
650	51110	LACTB2	
650	10724	MGEA5	
651	10428	CFDP1	
651	3398	ID2	
651	9585	KIF20B	
651	23469	PHF3	
652	23122	CLASP2	
652	22919	MAPRE1	
652	10982	MAPRE2	
652	22924	MAPRE3	
653	81563	C1orf21	
653	5064	PALM	
653	84548	TMEM185A	
653	79134	TMEM185B	
654	1525	CXADR	
654	29785	CYP2S1	
654	342184	FMN1	
654	27293	SMPDL3B	
655	11004	KIF2C	
655	89932	PAPLN	
655	5315	PKM2	
655	7064	THOP1	
656	6856	SYPL1	
656	6844	VAMP2	
656	9341	VAMP3	
656	8673	VAMP8	
657	51531	C9orf156	
657	4627	MYH9	
657	85415	RHPN2	
657	6777	STAT5B	
658	28976	ACAD9	
658	51300	C3orf1	
658	55744	C7orf44	
658	51103	NDUFAF1	
659	280636	C11orf31	
659	728568	C12orf73	
659	27069	GHITM	
659	57633	LRRN1	
660	83461	CDCA3	
660	58190	CTDSP1	
660	10217	CTDSPL	
660	4155	MBP	
661	8411	EEA1	
661	2212	FCGR2A	
661	2213	FCGR2B	
661	9103	FCGR2C	
662	95	ACY1	
662	4521	NUDT1	
662	162466	PHOSPHO1	
662	169981	SPIN3	
663	64423	INF2	
