Disease,Bat,Brain,Epi,Heart,Kidney,Liver,Lung,SKM,Spleen,SubQ
Glioblastoma Multiforme,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,3.88E-01,1.00E+00,1.00E+00,9.39E-01
Muscular Dystrophy,1.00E+00,1.00E+00,1.00E+00,3.28E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Malignant neoplasm of thyroid,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.26E-01,1.00E+00,1.00E+00,7.05E-01
Acromicric Dysplasia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.26E-01,1.00E+00,1.00E+00,7.05E-01
Geleophysic dysplasia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.26E-01,1.00E+00,1.00E+00,7.05E-01
"Hereditary Sensory Autonomic Neuropathy, Type 1",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,3.37E-01,1.00E+00,1.00E+00,1.00E+00
Polycystic liver disease,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,3.37E-01,1.00E+00,1.00E+00,1.00E+00
Polycystic Kidney Diseases,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,3.37E-01,1.00E+00,1.00E+00,1.00E+00
Polycystic Kidney - body part,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,3.37E-01,1.00E+00,1.00E+00,1.00E+00
Neoplasm Invasiveness,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,3.45E-01,1.00E+00,1.00E+00,1.00E+00
Hyperthyroidism,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,3.45E-01,1.00E+00,1.00E+00,1.00E+00
Primary Hyperthyroidism,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,3.45E-01,1.00E+00,1.00E+00,1.00E+00
Schizophrenia,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Substance abuse problem,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Hyperactive behavior,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Hyperkinesia, Generalized",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Benign Hereditary Chorea,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Epilepsy,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Epilepsy, Cryptogenic",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Aura,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Awakening Epilepsy,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Cardiovascular Diseases,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Diabetes Mellitus,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Fibromatosis, Aggressive",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Medulloblastoma with extensive nodularity,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Aberrant Crypt Foci,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Autism Spectrum Disorders,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Cystic Kidney Diseases,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Dyskinesia, Drug-Induced",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Dyskinesia, Medication-Induced",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
No-Reflow Phenomenon,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Alport Syndrome, X-Linked",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Morphine Dependence,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Morphine Abuse,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Language Delay,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Language Development Disorders,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Speech Delay,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Semantic-Pragmatic Disorder,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Auditory Processing Disorder, Central",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
FOCAL CORTICAL DYSPLASIA OF TAYLOR,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Focal Cortical Dysplasia of Taylor, Type IIa",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"CORTICAL DYSPLASIA OF TAYLOR, DYSPLASIA ONLY",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Focal Cortical Dysplasia of Taylor, Type IIb",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"FOCAL CORTICAL DYSPLASIA, TYPE IIA",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"FOCAL CORTICAL DYSPLASIA, TYPE IIB",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
FCD IIA,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
FCD IIB,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Unsteady",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Spastic gait,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Shuffling",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Athetotic",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Charcot Gait,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Festinating",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Cerebellar ataxic gait,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Hemiplegic",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Scissors",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Waddling gait,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Rigid",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Broadened",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Stumbling",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Rapid Fatigue of Gait,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Drop Foot",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Marche a Petit Pas,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Hysterical",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait Disorder, Sensorimotor",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait Disorders, Neurologic",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Frontal",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Gait, Widebased",1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Cerebellar Diseases,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Scrapie,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
PITT-HOPKINS SYNDROME,1.00E+00,3.47E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Aortic Aneurysm, Thoracic",1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.90E-01,1.00E+00,8.14E-01,1.00E+00,1.00E+00,6.53E-01
"Cardiomyopathies, Primary",1.00E+00,1.00E+00,1.00E+00,3.70E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Myocardial Diseases, Secondary",1.00E+00,1.00E+00,1.00E+00,3.70E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Cardiomyopathies,1.00E+00,1.00E+00,1.00E+00,3.70E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Combined D-2- and L-2-hydroxyglutaric aciduria,6.63E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.11E-01,1.00E+00
"Lymphoma, Lymphocytic, Intermediate",1.00E+00,6.79E-01,9.95E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.05E-01
Unipolar Depression,1.00E+00,3.82E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Fanconi Syndrome,1.00E+00,1.00E+00,8.40E-01,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.53E-01
Adult Fanconi syndrome,1.00E+00,1.00E+00,8.40E-01,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.53E-01
De Toni-Debre-Fanconi Syndrome,1.00E+00,1.00E+00,8.40E-01,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.53E-01
Fanconi-Bickel Syndrome,1.00E+00,1.00E+00,8.40E-01,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.53E-01
Hepatolenticular Degeneration,1.00E+00,3.88E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Hepatic Form of Wilson Disease,1.00E+00,3.88E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Alcoholic Intoxication, Chronic",1.00E+00,3.88E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Diffuse Large B-Cell Lymphoma,1.00E+00,1.00E+00,6.79E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.11E-01,1.00E+00
Amyotrophic Lateral Sclerosis,1.00E+00,3.92E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Hemolysis (disorder),1.00E+00,8.63E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.09E-01,1.00E+00,1.00E+00,8.25E-01
Intravascular hemolysis,1.00E+00,8.63E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.09E-01,1.00E+00,1.00E+00,8.25E-01
Extravascular Hemolysis,1.00E+00,8.63E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.09E-01,1.00E+00,1.00E+00,8.25E-01
hearing impairment,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.00E-01,1.00E+00,1.00E+00,1.00E+00
NADH:Q(1) Oxidoreductase deficiency,1.00E+00,1.00E+00,1.00E+00,4.11E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Diabetic Cardiomyopathies,1.00E+00,1.00E+00,1.00E+00,4.13E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Cutaneous Melanoma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.70E-01,1.00E+00,6.43E-01,1.00E+00
Arthritis,1.00E+00,1.00E+00,1.00E+00,6.11E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.03E-01,1.00E+00
Polyarthritis,1.00E+00,1.00E+00,1.00E+00,6.11E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.03E-01,1.00E+00
Centronuclear myopathy,4.20E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Myopathies, Nemaline",4.20E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
X-linked centronuclear myopathy,4.20E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Nemaline Myopathy, Childhood Onset",4.20E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Congenital Structural Myopathy,4.20E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Myopathy, Centronuclear, Autosomal Dominant",4.20E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Autosomal Dominant Myotubular Myopathy,4.20E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Vestibular Diseases,4.20E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Endometrial Hyperplasia,1.00E+00,7.40E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.05E-01
Complex Endometrial Hyperplasia,1.00E+00,7.40E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.05E-01
Atypical Endometrial Hyperplasia,1.00E+00,7.40E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.05E-01
Simple Endometrial Hyperplasia,1.00E+00,7.40E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.05E-01
"Hepatitis, Chronic",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.26E-01,1.00E+00,1.00E+00,8.25E-01
Chronic Persistent Hepatitis,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.26E-01,1.00E+00,1.00E+00,8.25E-01
Chronic active hepatitis,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.26E-01,1.00E+00,1.00E+00,8.25E-01
Cryptogenic Chronic Hepatitis,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.26E-01,1.00E+00,1.00E+00,8.25E-01
"Liver Cirrhosis, Experimental",1.00E+00,1.00E+00,1.00E+00,9.37E-01,1.00E+00,1.00E+00,7.09E-01,1.00E+00,1.00E+00,8.09E-01
Musculoskeletal Pain,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.68E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Galactosemias,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.68E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Classical galactosemia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.68E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Deficiency of galactokinase,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.68E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00
UDPglucose 4-epimerase deficiency disease,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.68E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Impaired glucose tolerance,1.00E+00,1.00E+00,1.00E+00,4.71E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Gastric Adenocarcinoma,1.00E+00,1.00E+00,1.00E+00,4.80E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Coronary Stenosis,1.00E+00,1.00E+00,1.00E+00,4.80E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Animal Mammary Neoplasms,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.86E-01
"Mammary Carcinoma, Animal",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.86E-01
"Amyloidosis, Familial",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.86E-01
Epidermolysis Bullosa Herpetiformis Dowling-Meara,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.86E-01
Epidermolysis Bullosa Simplex,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.86E-01
Epidermolysis Bullosa Simplex Kobner,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.86E-01
Weber-Cockayne Syndrome,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,4.86E-01
Tubular Aggregate Myopathy,4.89E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Adrenal Cortical Adenoma,4.89E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Abruptio Placentae,4.89E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Welander Distal Myopathy,4.89E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",1.00E+00,1.00E+00,8.40E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.53E-01
Antibody Deficiency Syndrome,1.00E+00,1.00E+00,8.40E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.53E-01
Immunologic Deficiency Syndromes,1.00E+00,1.00E+00,8.40E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.53E-01
"Liposarcoma, Pleomorphic",1.00E+00,1.00E+00,8.40E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,6.53E-01
Juvenile Myelomonocytic Leukemia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.92E-01,7.05E-01
Alternating hemiplegia of childhood,6.63E-01,1.00E+00,8.40E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Left ventricular noncompaction,1.00E+00,1.00E+00,1.00E+00,6.28E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.79E-01
Phyllodes Tumor,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.03E-01,7.05E-01
Malignant Cystosarcoma Phyllodes,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.03E-01,7.05E-01
Restrictive cardiomyopathy,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.13E-01,1.00E+00,1.00E+00
Other restrictive cardiomyopathy,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.13E-01,1.00E+00,1.00E+00
Endometriosis,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.19E-01,1.00E+00,1.00E+00,1.00E+00
Endometrioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.19E-01,1.00E+00,1.00E+00,1.00E+00
Skin Ulcer,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.19E-01,1.00E+00,1.00E+00,1.00E+00
Hydrocephalus,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.19E-01,1.00E+00,1.00E+00,7.05E-01
Aortic Diseases,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.09E-01,1.00E+00,1.00E+00,8.25E-01
Ketotic hypoglycemia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.37E-01
"Turner Syndrome, Male",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.42E-01,1.00E+00
Adrenocortical carcinoma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.42E-01,1.00E+00
Female Pseudo-Turner Syndrome,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.42E-01,1.00E+00
Neonatal Alloimmune Thrombocytopenia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.42E-01,1.00E+00
FNAITP,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.42E-01,1.00E+00
Poisoning,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.53E-01,1.00E+00,1.00E+00
Nerve Degeneration,1.00E+00,5.68E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Infiltrating duct carcinoma of female breast,1.00E+00,1.00E+00,8.12E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.68E-01
Pontocerebellar Hypoplasia Type 1,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.84E-01,1.00E+00,1.00E+00,1.00E+00,8.03E-01,1.00E+00
"Dysautonomia, Familial",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,5.98E-01,1.00E+00,1.00E+00,1.00E+00
Parkinsonian Disorders,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,7.11E-01,1.00E+00
Ramsay Hunt Paralysis Syndrome,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,7.11E-01,1.00E+00
Autosomal Dominant Juvenile Parkinson Disease,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,7.11E-01,1.00E+00
Autosomal Dominant Parkinsonism,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,7.11E-01,1.00E+00
Autosomal Recessive Parkinsonism,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,7.11E-01,1.00E+00
"Parkinsonism, Experimental",1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,7.11E-01,1.00E+00
Familial Juvenile Parkinsonism,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.90E-01,1.00E+00,1.00E+00,1.00E+00,7.11E-01,1.00E+00
